id,title,authors,publisher,publishedDate,categories,averageRating,ratingsCount,pageCount,language,description
3GfDtQEACAAJ,The Lord of the Dynamos,H. G. Wells,Createspace Independent Publishing Platform,2014-03-09,Fiction,,,28,en,"The chief attendant of the three dynamos that buzzed and rattled at Camberwell, and kept the electric railway going, came out of Yorkshire, and his name was James Holroyd. He was a practical electrician, but fond of whisky, a heavy, red-haired brute with irregular teeth. He doubted the existence of the Deity, but accepted Carnot's cycle, and he had read Shakespeare and found him weak in chemistry. His helper came out of the mysterious East, and his name was Azuma-zi. But Holroyd called him Pooh-"
7OaLuOq-LBQC,Royal Mistress,Anne Easter Smith,Simon and Schuster,2013-05-07,Fiction,5,1,512,en,"From the author of A Rose for the Crown and Daughter of York comes another engrossing historical novel of the York family in the Wars of the Roses, telling the fascinating story of the rise and fall of the final and favorite mistress of Edward IV. Jane Lambert, the quick-witted and alluring daughter of a silk merchant, is twenty-two and still unmarried. When Jane’s father finally finds her a match, she’s married off to the dull, older silk merchant William Shore. Marriage doesn’t stop Jane from "
jbtp0QEACAAJ,"Julius Courtney, Or, Master of His Fate",James MacLaren Cobban,Hutson Street Press,2025-05-22,Fiction,,,0,en,"â€œJulius Courtney, Or, Master of His Fateâ€ is a compelling historical novel by James Maclaren Cobban. Set against the backdrop of 19th-century Britain, the story explores the life of Julius Courtney, a man determined to control his destiny. The narrative delves into themes of ambition, social class, and the complex interplay between fate and free will. Cobban masterfully crafts a tale rich in period detail and engaging characters, making it a worthwhile read for enthusiasts of classic literatu"
ln6BAwAAQBAJ,Flesh And Blood,Patricia Cornwell,Harper Collins,2014-11-11,Fiction,3,1,396,en,"Includes an exclusive excerpt from the riveting next novel in the Kay Scarpetta series, Depraved Heart #1 New York Times bestselling author Patricia Cornwell delivers the next enthralling thriller in her high-stakes series starring Kay Scarpetta—a complex tale involving a serial sniper who strikes chillingly close to the forensic sleuth herself. It’s Dr. Kay Scarpetta’s birthday, and she’s about to head to Miami for a vacation with Benton Wesley, her FBI profiler husband, when she notices seven "
PRx3CgAAQBAJ,Some Gods of El Paso,Maria Dahvana Headley,Tor Books,2015-10-28,Fiction,,,22,en,"Some Gods of El Paso by Maria Dahvana Headley is a short fantasy story of a couple on the run from the law for stealing and illegally trading in strong emotions in 1920s US. At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied."
pPvkoQEACAAJ,In Conversation with Bob and Jim,Calum Kerr,CreateSpace,2014-08-21,Fiction,,,120,en,"Bob and Jim have been friends for forty years, but still have plenty to say to each other - usually accompanied by a libation or two. Their topics are many and various, from the state of the world to the state of their health, from the rich and famous to the rich and infamous, and all of it is underscored with the duo's constant wit and friendship. This collections shines a light on an enduring relationship, the ups and downs, and the prospect of oncoming mortality. It is funny and poignant, and"
EvoEIXalDcIC,"Royal Christmas: Royal Love-Child, Forbidden Marriage (Snow, Satin and Seduction, Book 4) / The Sheikh and the Christmas Bride (Desert Rogues, Book 11) / Christmas in His Royal Bed","Kate Hewitt, Susan Mallery, Heidi Betts",HarperCollins UK,2011-11-18,Fiction,,,467,en,Snowkissed and seduced – by royal decree! The Royal Love-Child!
PRc8zQEACAAJ,The Scandal,Nicola Marsh,,2020,Fiction,,,0,en,"""First published in 2019 by Bookouture, an imprint of StoryFire Ltd.""--Copyright page."
dVsMvgAACAAJ,Through the Magic Door,Sir Arthur Conan Doyle,Createspace Independent Publishing Platform,2016-07-24,,,,72,en,"Through the Magic Door (1907) is an essay by Arthur Conan Doyle: his subject is the charisma and charm of books. Doyle invites readers to enjoy the greatest minds of all times through what they have left behind and argues that, when we read, the selfishness and hopelessness of the world can be left behind."
S0sAzgEACAAJ,A Bid for Fortune Or Dr Nikola's Vendetta Illustrated,Guy Boothby,,2020-10-20,,,,302,en,"London, the decadent 1890s: a mysterious meeting is called in a private room of the sumptuous Imperial Hotel. The sinister Dr Nikola is presiding, but what masterpiece of crime is he planning? Meanwhile, in Sydney, Australia, a rugged young man rescues a girl from attack by ruffians. These two events are skilfully woven together in one of the classics of late Victorian crime fiction. Before his tragically early death, Boothby lived his life equally in the Northern and Southern hemispheres, and i"
Zl7mAAAAMAAJ,Costa Rica,Barbara Ras,Traveler's Literary Companions,1994,Literary Collections,,,264,en,"A collection of 26 remarkable stories by Costa Rican writers--most of which is available in English for the first time. Whether searching for something relevant and entertaining to read on Costa Rica's idyllic beaches or looking for Latin American enchantment back home, this is a fiction reader's cultural guidebook to the country. 2-page map."
AakrAAAAYAAJ,The Hero in Eclipse in Victorian Fiction,Mario Praz,London ; New York : Oxford U.P.,1969,Art,,,524,en,
IseuzQEACAAJ,The Fall of Rome,Michael Curtis Ford,Thomas Dunne Books,2007-05-15,Fiction,,,320,en,"476 a.d.: The Roman Empire, riddled with corruption and staggered by centuries of barbarian onslaughts, now faces its greatest challenge---not only to its wealth and prestige, but to its very existence. In his riveting novel The Sword of Attila, Michael Curtis Ford thrilled readers with his recounting of a cataclysmic clash of ancient civilizations. Now, in The Fall of Rome, he takes on the bloody twilight of empire, as the legacy of Attila---once thought destroyed on the battlefield---emerges a"
paN_zgEACAAJ,The Red Badge of Courage Annotated,Stephen Crane,,2021-03-07,,,,169,en,"A unique combination of performance and commentary. Topics include body language and camera angles; rehearsal vs. performance; set design, costume and make-up; and historical context.First published in 1895, this small masterpiece set the pattern for the treatment of war in modern fiction. The novel is told through the eyes of Henry Fleming, a young soldier caught up in an unnamed Civil War battle who is motivated not by the unselfish heroism of conventional war stories, but by fear, cowardice, "
fVDdwgEACAAJ,Lost Souls,Candace Meredith,Creative Talents Unleashed,2019-03-08,,,,116,en,"Lost Souls is an eclectic collection of speculative fiction consisting of short stories, flash fiction, vignettes and poetry. Explore the hidden depths of the psyche in these stories where the paranormal emerges in the lives of the main characters; the dead come to life in Blood & Flesh and a deceased lover invades the life of a woman and his mother in Enter Night. These pieces stem from the darkness and shed the light on the unusual - go to places where mermaids and dragons abound and ghosts li"
55WoPwAACAAJ,The Merman's Children,Poul Anderson,,1979,,,,319,en,
jWJXLwEACAAJ,The Comet's Tale,Jacqueline Sheehan,,2012,Fiction,,,346,en,"From Publishers Weekly First-timer Sheehan offers an uneven but emotionally and lyrically powerful novelization of the life of Sojourner Truth. Born Isabella at the beginning of the 19th century, the future crusader for equality and justice spends nine years on a New York State farm with her wise mother and kind father before being sold-as a lot, along with sheep, at auction. Whipped for speaking her native Dutch, she begins to talk to God: ""God is big to us, and we should speak to him under the"
bvkFAAAACAAJ,Nanotime,Bart Kosko,William Morrow,1997,Cybernetics,,,0,en,"A 21st century adventure starring John Grant, inventor of a process for converting water into cheap hydrogen fuel. He becomes the target of assassins, sent after him by oil producers who fear they will be put out of business. A debut in fiction."
TLvhyQEACAAJ,The Bazaar of Bad Dreams,Stephen King,Scribner,2018-03-20,Fiction,,,0,en,"Includes the story “Premium Harmony”—set in the fictional town of Castle Rock, Maine The masterful #1 New York Times bestselling story collection from O. Henry Prize winner Stephen King that includes twenty-one iconic stories with accompanying autobiographical comments on when, why and how he came to write (or rewrite) each one. For more than thirty-five years, Stephen King has dazzled readers with his genius as a writer of short fiction. In this new collection he introduces each story with a pa"
v7nCoQEACAAJ,Wars of the Roses,Conn Iggulden,,2015,FICTION,,,0,en,"The brilliant retelling of the Wars of the Roses continues with Margaret of Anjou, the second gripping novel in the new series from historical fiction master Conn Iggulden. As Traitors Advance...A Queen Defends It is 1454 and for over a year King Henry VI has remained all but exiled in Windsor Castle, struck down by his illness, his eyes vacant, his mind a blank. His fiercely loyal wife and Queen, Margaret of Anjou, safeguards her husband's interests, hoping that her son Edward will one day come"
k4zazQEACAAJ,The Shelf,Helly Acton,Zaffre,2021,,,,400,en,"Ever feel like you're losing a race you never signed up for? Everyone in Amy's life seems to be getting married, having children and settling down (or so Instagram tells her), and she feels like she's falling behind. So, when her long-term boyfriend surprises her with a dream holiday, she thinks he's going to finally pop the Big Question. But the dream turns into a nightmare when, instead, she finds herself on the set of a Big Brother - style reality television show, The Shelf."
